No.;Time;Source;Destination;Protocol;Length;Info;;;time 1;time 2;Delay;Delay 1;Delay 2;jitter 
10353;389.994742;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=444134 Win=525568 Len=0;;;389.994742;389.994773;3.1E-05;-0.0008;0.000831;0.001631
10354;389.994773;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=483014 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.994773;389.995604;0.000831;0.000799;3.2E-05;-0.000767
10355;389.995604;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=445574 Win=524032 Len=0;;;389.995604;389.995636;3.2E-05;-0.000636;0.000668;0.001304
10356;389.995636;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=484454 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.995636;389.996304;0.000668;0.000638;3E-05;-0.000608
10357;389.996304;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=447014 Win=525568 Len=0;;;389.996304;389.996334;3E-05;-0.001248;0.001278;0.002526
10358;389.996334;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=485894 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.996334;389.997612;0.001278;0.001246;3.2E-05;-0.001214
10359;389.997612;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=448454 Win=524032 Len=0;;;389.997612;389.997644;3.2E-05;-0.00082;0.000852;0.001672
10360;389.997644;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;389.997644;389.998496;0.000852;0.000822;3E-05;-0.000792
10361;389.998496;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=449894 Win=525568 Len=0;;;389.998496;389.998526;3E-05;-0.00523;0.00526;0.01049
10362;389.998526;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=488774 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;389.998526;390.003786;0.00526;0.005088;0.000172;-0.004916
10363;390.003786;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=451334 Win=524032 Len=0;;;390.003786;390.003958;0.000172;-0.000137;0.000309;0.000446
10364;390.003958;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=490214 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.003958;390.004267;0.000309;0.000261;4.8E-05;-0.000213
10365;390.004267;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=452774 Win=525568 Len=0;;;390.004267;390.004315;4.8E-05;-0.007034;0.007082;0.014116
10366;390.004315;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=491654 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.004315;390.011397;0.007082;0.006863;0.000219;-0.006644
10367;390.011397;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=454214 Win=524032 Len=0;;;390.011397;390.011616;0.000219;7.5E-05;0.000144;6.9E-05
10368;390.011616;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=493094 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.011616;390.01176;0.000144;1E-04;4.4E-05;-5.6E-05
10369;390.01176;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=455654 Win=525568 Len=0;;;390.01176;390.011804;4.4E-05;-5.5E-05;9.9E-05;0.000154
10370;390.011804;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=494534 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.011804;390.011903;9.9E-05;6.7E-05;3.2E-05;-3.5E-05
10371;390.011903;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=457094 Win=524032 Len=0;;;390.011903;390.011935;3.2E-05;-2.3E-05;5.5E-05;7.8E-05
10372;390.011935;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=495974 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.011935;390.01199;5.5E-05;2.6E-05;2.9E-05;3E-06
10373;390.01199;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=458534 Win=525568 Len=0;;;390.01199;390.012019;2.9E-05;-2.2E-05;5.1E-05;7.3E-05
10374;390.012019;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=497414 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.012019;390.01207;5.1E-05;2.5E-05;2.6E-05;1E-06
10375;390.01207;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=459974 Win=524032 Len=0;;;390.01207;390.012096;2.6E-05;-3.4E-05;6E-05;9.4E-05
10376;390.012096;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=498854 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.012096;390.012156;6E-05;2.9E-05;3.1E-05;2E-06
10377;390.012156;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=461414 Win=525568 Len=0;;;390.012156;390.012187;3.1E-05;-2.4E-05;5.5E-05;7.9E-05
10378;390.012187;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=500294 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.012187;390.012242;5.5E-05;2.8E-05;2.7E-05;-1E-06
10379;390.012242;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=462854 Win=524032 Len=0;;;390.012242;390.012269;2.7E-05;-2.9E-05;5.6E-05;8.5E-05
10380;390.012269;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=501734 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.012269;390.012325;5.6E-05;2.6E-05;3E-05;4E-06
10381;390.012325;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=464294 Win=525568 Len=0;;;390.012325;390.012355;3E-05;-3.5E-05;6.5E-05;1E-04
10382;390.012355;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.012355;390.01242;6.5E-05;2.8E-05;3.7E-05;9E-06
10383;390.01242;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=465734 Win=524032 Len=0;;;390.01242;390.012457;3.7E-05;-3E-05;6.7E-05;9.7E-05
10384;390.012457;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=504614 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.012457;390.012524;6.7E-05;3.7E-05;3E-05;-7E-06
10385;390.012524;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=467174 Win=525568 Len=0;;;390.012524;390.012554;3E-05;-0.005807;0.005837;0.011644
10386;390.012554;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=506054 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.012554;390.018391;0.005837;0.005734;0.000103;-0.005631
10387;390.018391;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=468614 Win=524032 Len=0;;;390.018391;390.018494;0.000103;1.6E-05;8.7E-05;7.1E-05
10388;390.018494;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=507494 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.018494;390.018581;8.7E-05;5.3E-05;3.4E-05;-1.9E-05
10389;390.018581;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=470054 Win=525568 Len=0;;;390.018581;390.018615;3.4E-05;-2.5E-05;5.9E-05;8.4E-05
10390;390.018615;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=508934 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.018615;390.018674;5.9E-05;2.9E-05;3E-05;1E-06
10391;390.018674;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=471494 Win=524032 Len=0;;;390.018674;390.018704;3E-05;-4.6E-05;7.6E-05;0.000122
10392;390.018704;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=510374 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.018704;390.01878;7.6E-05;4.7E-05;2.9E-05;-1.8E-05
10393;390.01878;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=472934 Win=525568 Len=0;;;390.01878;390.018809;2.9E-05;-2.5E-05;5.4E-05;7.9E-05
10394;390.018809;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=511814 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.018809;390.018863;5.4E-05;2.5E-05;2.9E-05;4E-06
10395;390.018863;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=474374 Win=524032 Len=0;;;390.018863;390.018892;2.9E-05;-3.5E-05;6.4E-05;9.9E-05
10396;390.018892;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=513254 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.018892;390.018956;6.4E-05;3.6E-05;2.8E-05;-8E-06
10397;390.018956;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=475814 Win=525568 Len=0;;;390.018956;390.018984;2.8E-05;-0.000795;0.000823;0.001618
10398;390.018984;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=514694 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.018984;390.019807;0.000823;0.000768;5.5E-05;-0.000713
10399;390.019807;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=477254 Win=524032 Len=0;;;390.019807;390.019862;5.5E-05;-0.001117;0.001172;0.002289
10400;390.019862;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=516134 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.019862;390.021034;0.001172;0.001114;5.8E-05;-0.001056
10401;390.021034;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=478694 Win=525568 Len=0;;;390.021034;390.021092;5.8E-05;-0.000991;0.001049;0.00204
10402;390.021092;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=517574 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.021092;390.022141;0.001049;0.000985;6.4E-05;-0.000921
10403;390.022141;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=480134 Win=524032 Len=0;;;390.022141;390.022205;6.4E-05;-0.000567;0.000631;0.001198
10404;390.022205;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.022205;390.022836;0.000631;0.000589;4.2E-05;-0.000547
10405;390.022836;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=481574 Win=525568 Len=0;;;390.022836;390.022878;4.2E-05;-0.00245;0.002492;0.004942
10406;390.022878;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=520454 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.022878;390.02537;0.002492;0.002333;0.000159;-0.002174
10407;390.02537;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=483014 Win=524032 Len=0;;;390.02537;390.025529;0.000159;-7.1E-05;0.00023;0.000301
10408;390.025529;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=521894 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.025529;390.025759;0.00023;0.000188;4.2E-05;-0.000146
10409;390.025759;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=484454 Win=525568 Len=0;;;390.025759;390.025801;4.2E-05;-0.001226;0.001268;0.002494
10410;390.025801;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=523334 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.025801;390.027069;0.001268;0.001233;3.5E-05;-0.001198
10411;390.027069;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=485894 Win=524032 Len=0;;;390.027069;390.027104;3.5E-05;-0.000568;0.000603;0.001171
10412;390.027104;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=524774 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.027104;390.027707;0.000603;0.000568;3.5E-05;-0.000533
10413;390.027707;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=487334 Win=525568 Len=0;;;390.027707;390.027742;3.5E-05;3.5E-05;0;-3.5E-05
10414;390.027742;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=526214 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.027742;390.027742;0;-0.000943;0.000943;0.001886
10415;390.027742;192.168.1.7;13.107.43.12;TLSv1.2;679;Application Data [TCP segment of a reassembled PDU];;;390.027742;390.028685;0.000943;0.000912;3.1E-05;-0.000881
10416;390.028685;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=488774 Win=524032 Len=0;;;390.028685;390.028716;3.1E-05;-0.001277;0.001308;0.002585
10417;390.028716;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=528279 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.028716;390.030024;0.001308;0.001278;3E-05;-0.001248
10418;390.030024;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=490214 Win=525568 Len=0;;;390.030024;390.030054;3E-05;-0.000604;0.000634;0.001238
10419;390.030054;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=529719 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.030054;390.030688;0.000634;0.0006;3.4E-05;-0.000566
10420;390.030688;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=491654 Win=524032 Len=0;;;390.030688;390.030722;3.4E-05;-0.001135;0.001169;0.002304
10421;390.030722;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=531159 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.030722;390.031891;0.001169;0.001136;3.3E-05;-0.001103
10422;390.031891;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=493094 Win=525568 Len=0;;;390.031891;390.031924;3.3E-05;-0.00315;0.003183;0.006333
10423;390.031924;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=532599 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.031924;390.035107;0.003183;0.003082;0.000101;-0.002981
10424;390.035107;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=494534 Win=524032 Len=0;;;390.035107;390.035208;0.000101;-0.001282;0.001383;0.002665
10425;390.035208;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=534039 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.035208;390.036591;0.001383;0.001097;0.000286;-0.000811
10426;390.036591;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=495974 Win=525568 Len=0;;;390.036591;390.036877;0.000286;6E-06;0.00028;0.000274
10427;390.036877;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=535479 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.036877;390.037157;0.00028;0.000204;7.6E-05;-0.000128
10428;390.037157;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=497414 Win=524032 Len=0;;;390.037157;390.037233;7.6E-05;-0.000777;0.000853;0.00163
10429;390.037233;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=536919 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.037233;390.038086;0.000853;0.000732;0.000121;-0.000611
10430;390.038086;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=498854 Win=525568 Len=0;;;390.038086;390.038207;0.000121;-0.000792;0.000913;0.001705
10431;390.038207;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=538359 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.038207;390.03912;0.000913;0.000839;7.4E-05;-0.000765
10432;390.03912;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=500294 Win=524032 Len=0;;;390.03912;390.039194;7.4E-05;7.4E-05;0;-7.4E-05
10433;390.039194;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=539799 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.039194;390.039194;0;-0.001089;0.001089;0.002178
10434;390.039194;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=541239 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.039194;390.040283;0.001089;0.001051;3.8E-05;-0.001013
10435;390.040283;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=501734 Win=525568 Len=0;;;390.040283;390.040321;3.8E-05;-2.2E-05;6E-05;8.2E-05
10436;390.040321;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.040321;390.040381;6E-05;3.2E-05;2.8E-05;-4E-06
10437;390.040381;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=503174 Win=524032 Len=0;;;390.040381;390.040409;2.8E-05;-0.001162;0.00119;0.002352
10438;390.040409;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=544119 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.040409;390.041599;0.00119;0.00116;3E-05;-0.00113
10439;390.041599;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=504614 Win=525568 Len=0;;;390.041599;390.041629;3E-05;-0.005504;0.005534;0.011038
10440;390.041629;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=545559 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.041629;390.047163;0.005534;0.005417;0.000117;-0.0053
10441;390.047163;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=506054 Win=524032 Len=0;;;390.047163;390.04728;0.000117;-3E-05;0.000147;0.000177
10442;390.04728;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=546999 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.04728;390.047427;0.000147;0.000106;4.1E-05;-6.5E-05
10443;390.047427;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=507494 Win=525568 Len=0;;;390.047427;390.047468;4.1E-05;-2.1E-05;6.2E-05;8.3E-05
10444;390.047468;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=548439 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.047468;390.04753;6.2E-05;3E-05;3.2E-05;2E-06
10445;390.04753;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=508934 Win=524032 Len=0;;;390.04753;390.047562;3.2E-05;-2.3E-05;5.5E-05;7.8E-05
10446;390.047562;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=549879 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.047562;390.047617;5.5E-05;2.6E-05;2.9E-05;3E-06
10447;390.047617;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=510374 Win=525568 Len=0;;;390.047617;390.047646;2.9E-05;-0.003922;0.003951;0.007873
10448;390.047646;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=551319 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.047646;390.051597;0.003951;0.003886;6.5E-05;-0.003821
10449;390.051597;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=511814 Win=524032 Len=0;;;390.051597;390.051662;6.5E-05;-2.7E-05;9.2E-05;0.000119
10450;390.051662;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=552759 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.051662;390.051754;9.2E-05;4.9E-05;4.3E-05;-6E-06
10451;390.051754;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=513254 Win=525568 Len=0;;;390.051754;390.051797;4.3E-05;-1.2E-05;5.5E-05;6.7E-05
10452;390.051797;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=554199 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.051797;390.051852;5.5E-05;2.5E-05;3E-05;5E-06
10453;390.051852;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=514694 Win=524032 Len=0;;;390.051852;390.051882;3E-05;-2.5E-05;5.5E-05;8E-05
10454;390.051882;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=555639 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.051882;390.051937;5.5E-05;2.6E-05;2.9E-05;3E-06
10455;390.051937;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=516134 Win=525568 Len=0;;;390.051937;390.051966;2.9E-05;-3.3E-05;6.2E-05;9.5E-05
10456;390.051966;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.051966;390.052028;6.2E-05;3E-05;3.2E-05;2E-06
10457;390.052028;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=517574 Win=524032 Len=0;;;390.052028;390.05206;3.2E-05;-0.00089;0.000922;0.001812
10458;390.05206;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=558519 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.05206;390.052982;0.000922;0.000834;8.8E-05;-0.000746
10459;390.052982;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=519014 Win=525568 Len=0;;;390.052982;390.05307;8.8E-05;-0.00109;0.001178;0.002268
10460;390.05307;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=559959 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.05307;390.054248;0.001178;0.001086;9.2E-05;-0.000994
10461;390.054248;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=520454 Win=524032 Len=0;;;390.054248;390.05434;9.2E-05;-0.004775;0.004867;0.009642
10462;390.05434;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=561399 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.05434;390.059207;0.004867;0.004752;0.000115;-0.004637
10463;390.059207;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=521894 Win=525568 Len=0;;;390.059207;390.059322;0.000115;1.6E-05;9.9E-05;8.3E-05
10464;390.059322;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=562839 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.059322;390.059421;9.9E-05;6.2E-05;3.7E-05;-2.5E-05
10465;390.059421;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=523334 Win=524032 Len=0;;;390.059421;390.059458;3.7E-05;-2.7E-05;6.4E-05;9.1E-05
10466;390.059458;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=564279 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.059458;390.059522;6.4E-05;3.4E-05;3E-05;-4E-06
10467;390.059522;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=524774 Win=525568 Len=0;;;390.059522;390.059552;3E-05;-2.9E-05;5.9E-05;8.8E-05
10468;390.059552;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=565719 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.059552;390.059611;5.9E-05;2.8E-05;3.1E-05;3E-06
10469;390.059611;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=526214 Win=524032 Len=0;;;390.059611;390.059642;3.1E-05;-0.001085;0.001116;0.002201
10470;390.059642;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=567159 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.059642;390.060758;0.001116;0.000995;0.000121;-0.000874
10471;390.060758;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=528279 Win=525568 Len=0;;;390.060758;390.060879;0.000121;2.2E-05;9.9E-05;7.7E-05
10472;390.060879;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=568599 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.060879;390.060978;9.9E-05;6.7E-05;3.2E-05;-3.5E-05
10473;390.060978;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=529719 Win=524032 Len=0;;;390.060978;390.06101;3.2E-05;-0.001062;0.001094;0.002156
10474;390.06101;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=570039 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.06101;390.062104;0.001094;0.001055;3.9E-05;-0.001016
10475;390.062104;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=531159 Win=525568 Len=0;;;390.062104;390.062143;3.9E-05;-9E-05;0.000129;0.000219
10476;390.062143;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=571479 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.062143;390.062272;0.000129;9.8E-05;3.1E-05;-6.7E-05
10477;390.062272;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=532599 Win=524032 Len=0;;;390.062272;390.062303;3.1E-05;-0.001237;0.001268;0.002505
10478;390.062303;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.062303;390.063571;0.001268;0.00121;5.8E-05;-0.001152
