No.;Time;Source;Destination;Protocol;Length;Info;;;time 1;time 2;Delay;Delay 1;Delay 2;jitter 
10479;390.063571;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=534039 Win=525568 Len=0;;;390.063571;390.063629;5.8E-05;-0.002195;0.002253;0.004448
10480;390.063629;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=574359 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.063629;390.065882;0.002253;0.002219;3.4E-05;-0.002185
10481;390.065882;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=535479 Win=524032 Len=0;;;390.065882;390.065916;3.4E-05;-0.001695;0.001729;0.003424
10482;390.065916;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=575799 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.065916;390.067645;0.001729;0.001696;3.3E-05;-0.001663
10483;390.067645;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=536919 Win=525568 Len=0;;;390.067645;390.067678;3.3E-05;-0.000178;0.000211;0.000389
10484;390.067678;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=577239 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.067678;390.067889;0.000211;0.000108;0.000103;-5E-06
10485;390.067889;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=538359 Win=524032 Len=0;;;390.067889;390.067992;0.000103;-0.011436;0.011539;0.022975
10486;390.067992;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=578679 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.067992;390.079531;0.011539;0.011396;0.000143;-0.011253
10487;390.079531;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=539799 Win=525568 Len=0;;;390.079531;390.079674;0.000143;3.6E-05;0.000107;7.1E-05
10488;390.079674;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=580119 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.079674;390.079781;0.000107;7.3E-05;3.4E-05;-3.9E-05
10489;390.079781;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=541239 Win=524032 Len=0;;;390.079781;390.079815;3.4E-05;-4.1E-05;7.5E-05;0.000116
10490;390.079815;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=581559 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.079815;390.07989;7.5E-05;4.3E-05;3.2E-05;-1.1E-05
10491;390.07989;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=542679 Win=525568 Len=0;;;390.07989;390.079922;3.2E-05;-2.1E-05;5.3E-05;7.4E-05
10492;390.079922;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=582999 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.079922;390.079975;5.3E-05;2.3E-05;3E-05;7E-06
10493;390.079975;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=544119 Win=524032 Len=0;;;390.079975;390.080005;3E-05;-2.6E-05;5.6E-05;8.2E-05
10494;390.080005;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=584439 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.080005;390.080061;5.6E-05;2.6E-05;3E-05;4E-06
10495;390.080061;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=545559 Win=525568 Len=0;;;390.080061;390.080091;3E-05;-2.4E-05;5.4E-05;7.8E-05
10496;390.080091;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=585879 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.080091;390.080145;5.4E-05;2.6E-05;2.8E-05;2E-06
10497;390.080145;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=546999 Win=524032 Len=0;;;390.080145;390.080173;2.8E-05;-4E-05;6.8E-05;0.000108
10498;390.080173;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=587319 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.080173;390.080241;6.8E-05;3.9E-05;2.9E-05;-1E-05
10499;390.080241;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=548439 Win=525568 Len=0;;;390.080241;390.08027;2.9E-05;-2.8E-05;5.7E-05;8.5E-05
10500;390.08027;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.08027;390.080327;5.7E-05;2.7E-05;3E-05;3E-06
10501;390.080327;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=549879 Win=524032 Len=0;;;390.080327;390.080357;3E-05;-3E-05;6E-05;9E-05
10502;390.080357;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=590199 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.080357;390.080417;6E-05;2.7E-05;3.3E-05;6E-06
10503;390.080417;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=551319 Win=525568 Len=0;;;390.080417;390.08045;3.3E-05;-6.6E-05;9.9E-05;0.000165
10504;390.08045;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=591639 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.08045;390.080549;9.9E-05;6.7E-05;3.2E-05;-3.5E-05
10505;390.080549;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=552759 Win=524032 Len=0;;;390.080549;390.080581;3.2E-05;-5.4E-05;8.6E-05;0.00014
10506;390.080581;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=593079 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.080581;390.080667;8.6E-05;3.9E-05;4.7E-05;8E-06
10507;390.080667;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=554199 Win=525568 Len=0;;;390.080667;390.080714;4.7E-05;-0.000765;0.000812;0.001577
10508;390.080714;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=594519 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.080714;390.081526;0.000812;0.00078;3.2E-05;-0.000748
10509;390.081526;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=555639 Win=524032 Len=0;;;390.081526;390.081558;3.2E-05;-0.001377;0.001409;0.002786
10510;390.081558;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=595959 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.081558;390.082967;0.001409;0.00137;3.9E-05;-0.001331
10511;390.082967;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=557079 Win=525568 Len=0;;;390.082967;390.083006;3.9E-05;-3.9E-05;7.8E-05;0.000117
10512;390.083006;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=597399 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.083006;390.083084;7.8E-05;4.9E-05;2.9E-05;-2E-05
10513;390.083084;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=558519 Win=524032 Len=0;;;390.083084;390.083113;2.9E-05;-0.001123;0.001152;0.002275
10514;390.083113;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=598839 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.083113;390.084265;0.001152;0.001108;4.4E-05;-0.001064
10515;390.084265;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=559959 Win=525568 Len=0;;;390.084265;390.084309;4.4E-05;-0.002933;0.002977;0.00591
10516;390.084309;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=600279 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.084309;390.087286;0.002977;0.002864;0.000113;-0.002751
10517;390.087286;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=561399 Win=524032 Len=0;;;390.087286;390.087399;0.000113;-3E-06;0.000116;0.000119
10518;390.087399;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=601719 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.087399;390.087515;0.000116;7.5E-05;4.1E-05;-3.4E-05
10519;390.087515;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=562839 Win=525568 Len=0;;;390.087515;390.087556;4.1E-05;-9E-05;0.000131;0.000221
10520;390.087556;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.087556;390.087687;0.000131;9.2E-05;3.9E-05;-5.3E-05
10521;390.087687;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=564279 Win=524032 Len=0;;;390.087687;390.087726;3.9E-05;-0.001381;0.00142;0.002801
10522;390.087726;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=604599 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.087726;390.089146;0.00142;0.001314;0.000106;-0.001208
10523;390.089146;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=565719 Win=525568 Len=0;;;390.089146;390.089252;0.000106;-0.000762;0.000868;0.00163
10524;390.089252;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=606039 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.089252;390.09012;0.000868;0.000826;4.2E-05;-0.000784
10525;390.09012;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=567159 Win=524032 Len=0;;;390.09012;390.090162;4.2E-05;-0.000209;0.000251;0.00046
10526;390.090162;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=607479 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.090162;390.090413;0.000251;0.000217;3.4E-05;-0.000183
10527;390.090413;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=568599 Win=525568 Len=0;;;390.090413;390.090447;3.4E-05;-0.002335;0.002369;0.004704
10528;390.090447;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=608919 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.090447;390.092816;0.002369;0.002298;7.1E-05;-0.002227
10529;390.092816;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=570039 Win=524032 Len=0;;;390.092816;390.092887;7.1E-05;-2E-06;7.3E-05;7.5E-05
10530;390.092887;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=610359 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.092887;390.09296;7.3E-05;4.2E-05;3.1E-05;-1.1E-05
10531;390.09296;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=571479 Win=525568 Len=0;;;390.09296;390.092991;3.1E-05;-0.000882;0.000913;0.001795
10532;390.092991;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=611799 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.092991;390.093904;0.000913;0.00086;5.3E-05;-0.000807
10533;390.093904;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=572919 Win=524032 Len=0;;;390.093904;390.093957;5.3E-05;-0.001716;0.001769;0.003485
10534;390.093957;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=613239 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.093957;390.095726;0.001769;0.001734;3.5E-05;-0.001699
10535;390.095726;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=574359 Win=525568 Len=0;;;390.095726;390.095761;3.5E-05;-7.8E-05;0.000113;0.000191
10536;390.095761;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=614679 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.095761;390.095874;0.000113;8.4E-05;2.9E-05;-5.5E-05
10537;390.095874;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=575799 Win=524032 Len=0;;;390.095874;390.095903;2.9E-05;-0.00089;0.000919;0.001809
10538;390.095903;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=616119 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.095903;390.096822;0.000919;0.000889;3E-05;-0.000859
10539;390.096822;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=577239 Win=525568 Len=0;;;390.096822;390.096852;3E-05;-0.000673;0.000703;0.001376
10540;390.096852;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=617559 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.096852;390.097555;0.000703;0.000675;2.8E-05;-0.000647
10541;390.097555;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=578679 Win=524032 Len=0;;;390.097555;390.097583;2.8E-05;-0.000858;0.000886;0.001744
10542;390.097583;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.097583;390.098469;0.000886;0.000857;2.9E-05;-0.000828
10543;390.098469;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=580119 Win=525568 Len=0;;;390.098469;390.098498;2.9E-05;-0.006368;0.006397;0.012765
10544;390.098498;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=620439 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.098498;390.104895;0.006397;0.006271;0.000126;-0.006145
10545;390.104895;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=581559 Win=524032 Len=0;;;390.104895;390.105021;0.000126;1.1E-05;0.000115;0.000104
10546;390.105021;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=621879 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.105021;390.105136;0.000115;7.4E-05;4.1E-05;-3.3E-05
10547;390.105136;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=582999 Win=525568 Len=0;;;390.105136;390.105177;4.1E-05;4.1E-05;0;-4.1E-05
10548;390.105177;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=623319 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.105177;390.105177;0;-8.1E-05;8.1E-05;0.000162
10549;390.105177;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=624759 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.105177;390.105258;8.1E-05;4.7E-05;3.4E-05;-1.3E-05
10550;390.105258;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=584439 Win=524032 Len=0;;;390.105258;390.105292;3.4E-05;-0.001781;0.001815;0.003596
10551;390.105292;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=626199 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.105292;390.107107;0.001815;0.001777;3.8E-05;-0.001739
10552;390.107107;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=585879 Win=525568 Len=0;;;390.107107;390.107145;3.8E-05;-3.4E-05;7.2E-05;0.000106
10553;390.107145;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=627639 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.107145;390.107217;7.2E-05;4E-05;3.2E-05;-8E-06
10554;390.107217;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=587319 Win=524032 Len=0;;;390.107217;390.107249;3.2E-05;-0.001262;0.001294;0.002556
10555;390.107249;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=629079 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.107249;390.108543;0.001294;0.001261;3.3E-05;-0.001228
10556;390.108543;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=588759 Win=525568 Len=0;;;390.108543;390.108576;3.3E-05;-0.000146;0.000179;0.000325
10557;390.108576;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=630519 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.108576;390.108755;0.000179;0.000148;3.1E-05;-0.000117
10558;390.108755;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=590199 Win=524032 Len=0;;;390.108755;390.108786;3.1E-05;-0.001097;0.001128;0.002225
10559;390.108786;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=631959 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.108786;390.109914;0.001128;0.001094;3.4E-05;-0.00106
10560;390.109914;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=591639 Win=525568 Len=0;;;390.109914;390.109948;3.4E-05;-0.001277;0.001311;0.002588
10561;390.109948;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=633399 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.109948;390.111259;0.001311;0.001269;4.2E-05;-0.001227
10562;390.111259;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=593079 Win=524032 Len=0;;;390.111259;390.111301;4.2E-05;-0.000648;0.00069;0.001338
10563;390.111301;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.111301;390.111991;0.00069;0.000625;6.5E-05;-0.00056
10564;390.111991;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=594519 Win=525568 Len=0;;;390.111991;390.112056;6.5E-05;-0.000606;0.000671;0.001277
10565;390.112056;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=636279 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.112056;390.112727;0.000671;0.000624;4.7E-05;-0.000577
10566;390.112727;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=595959 Win=524032 Len=0;;;390.112727;390.112774;4.7E-05;-0.002308;0.002355;0.004663
10567;390.112774;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=637719 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.112774;390.115129;0.002355;0.002274;8.1E-05;-0.002193
10568;390.115129;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=597399 Win=525568 Len=0;;;390.115129;390.11521;8.1E-05;-0.000705;0.000786;0.001491
10569;390.11521;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=639159 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.11521;390.115996;0.000786;0.00075;3.6E-05;-0.000714
10570;390.115996;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=598839 Win=524032 Len=0;;;390.115996;390.116032;3.6E-05;-0.000688;0.000724;0.001412
10571;390.116032;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=640599 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.116032;390.116756;0.000724;0.000692;3.2E-05;-0.00066
10572;390.116756;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=600279 Win=525568 Len=0;;;390.116756;390.116788;3.2E-05;-0.000609;0.000641;0.00125
10573;390.116788;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=642039 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.116788;390.117429;0.000641;0.000588;5.3E-05;-0.000535
10574;390.117429;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=601719 Win=524032 Len=0;;;390.117429;390.117482;5.3E-05;-0.000815;0.000868;0.001683
10575;390.117482;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=643479 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.117482;390.11835;0.000868;0.000819;4.9E-05;-0.00077
10576;390.11835;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=603159 Win=525568 Len=0;;;390.11835;390.118399;4.9E-05;-0.001134;0.001183;0.002317
10577;390.118399;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=644919 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.118399;390.119582;0.001183;0.001105;7.8E-05;-0.001027
10578;390.119582;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=604599 Win=524032 Len=0;;;390.119582;390.11966;7.8E-05;-0.001147;0.001225;0.002372
10579;390.11966;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=646359 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.11966;390.120885;0.001225;0.001164;6.1E-05;-0.001103
10580;390.120885;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=606039 Win=525568 Len=0;;;390.120885;390.120946;6.1E-05;-0.00061;0.000671;0.001281
10581;390.120946;192.168.1.7;13.107.43.12;TCP;1494;62892  >  443 [ACK] Seq=647799 Ack=9190 Win=65536 Len=1440 [TCP segment of a reassembled PDU];;;390.120946;390.121617;0.000671;0.000633;3.8E-05;-0.000595
10582;390.121617;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=607479 Win=524032 Len=0;;;390.121617;390.121655;3.8E-05;3.8E-05;0;-3.8E-05
10583;390.121655;192.168.1.7;13.107.43.12;TLSv1.2;1494;Application Data [TCP segment of a reassembled PDU];;;390.121655;390.121655;0;-0.000834;0.000834;0.001668
10584;390.121655;192.168.1.7;13.107.43.12;TLSv1.2;576;Application Data;;;390.121655;390.122489;0.000834;-0.0022;0.003034;0.005234
10585;390.122489;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=608919 Win=525568 Len=0;;;390.122489;390.125523;0.003034;0.002903;0.000131;-0.002772
10586;390.125523;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=610359 Win=524032 Len=0;;;390.125523;390.125654;0.000131;-0.001468;0.001599;0.003067
10587;390.125654;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=611799 Win=525568 Len=0;;;390.125654;390.127253;0.001599;0.001365;0.000234;-0.001131
10588;390.127253;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=613239 Win=524032 Len=0;;;390.127253;390.127487;0.000234;-0.000592;0.000826;0.001418
10589;390.127487;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=614679 Win=525568 Len=0;;;390.127487;390.128313;0.000826;-0.000461;0.001287;0.001748
10590;390.128313;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=616119 Win=524032 Len=0;;;390.128313;390.1296;0.001287;-0.000391;0.001678;0.002069
10591;390.1296;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=617559 Win=525568 Len=0;;;390.1296;390.131278;0.001678;0.001251;0.000427;-0.000824
10592;390.131278;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=618999 Win=524032 Len=0;;;390.131278;390.131705;0.000427;-0.000588;0.001015;0.001603
10593;390.131705;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=620439 Win=525568 Len=0;;;390.131705;390.13272;0.001015;1.2E-05;0.001003;0.000991
10594;390.13272;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=621879 Win=524032 Len=0;;;390.13272;390.133723;0.001003;-0.004083;0.005086;0.009169
10595;390.133723;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=623319 Win=525568 Len=0;;;390.133723;390.138809;0.005086;0.004817;0.000269;-0.004548
10596;390.138809;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=624759 Win=524032 Len=0;;;390.138809;390.139078;0.000269;-8.7E-05;0.000356;0.000443
10597;390.139078;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=626199 Win=525568 Len=0;;;390.139078;390.139434;0.000356;-0.002269;0.002625;0.004894
10598;390.139434;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=627639 Win=524032 Len=0;;;390.139434;390.142059;0.002625;0.002571;5.4E-05;-0.002517
10599;390.142059;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=629079 Win=525568 Len=0;;;390.142059;390.142113;5.4E-05;3E-06;5.1E-05;4.8E-05
10600;390.142113;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=630519 Win=524032 Len=0;;;390.142113;390.142164;5.1E-05;1.2E-05;3.9E-05;2.7E-05
10601;390.142164;13.107.43.12;192.168.1.7;TCP;56;443  >  62892 [ACK] Seq=9190 Ack=631959 Win=525568 Len=0;;;390.142164;390.142203;3.9E-05;-0.00093;0.000969;0.001899
